City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,douentza,14.9951,-2.9517,17.48,18,0,1.31,ML,1703907932
363,tabou,4.423,-7.3528,26.23,83,25,0.63,CI,1703907932
364,anton lizardo,19.05,-95.9833,18.45,88,99,9.83,MX,1703907934
365,zaozersk,69.4005,32.4476,-16.2,99,77,0.84,RU,1703907935
366,danjiangkou,32.5428,111.5086,13.85,57,0,3.95,CN,1703907935
367,south hedland,-20.4089,118.5983,39.96,35,2,7.72,AU,1703907936
368,mashhad,36.297,59.6062,0.08,86,40,2.06,IR,1703907936
369,maxixe,-23.8597,35.3472,24.91,94,75,6.26,MZ,1703907936
370,petalcingo,17.2833,-92.45,11.73,100,100,0.81,MX,1703907937
371,kapuskasing,49.4169,-82.4331,-7.0,93,100,2.57,CA,1703907937
372,dongkan,33.9997,119.8308,12.34,58,34,5.79,CN,1703907938
373,gbadolite,4.2833,21.0167,21.14,47,88,1.44,CD,1703907938
374,caririacu,-7.0422,-39.2836,28.05,45,20,0.0,BR,1703907938
375,sarmiento,-45.5882,-69.07,18.91,32,0,2.01,AR,1703907939
376,galliano,29.4422,-90.2992,8.0,76,0,2.57,US,1703907940
377,geraldton,-28.7667,114.6,28.23,57,42,10.8,AU,1703907852
378,cururupu,-1.8283,-44.8683,24.78,92,65,1.44,BR,1703907940
379,yerofey pavlovich,53.9667,121.9667,-18.9,79,21,0.25,RU,1703907941
380,igarra,7.2827,6.0878,21.2,33,3,0.52,NG,1703907942
381,ghogha,21.6833,72.2833,19.06,94,0,2.06,IN,1703907942
382,kalmunai,7.4167,81.8167,27.52,80,94,5.84,LK,1703907943
383,brookings,44.3114,-96.7984,0.21,94,0,2.57,US,1703907943
384,annweiler am trifels,49.2,7.9667,9.43,82,100,3.58,DE,1703907944
385,santa rosa,14.3122,121.1114,32.27,77,69,5.84,PH,1703907944
386,palmer,42.1584,-72.3287,7.65,84,100,2.06,US,1703907945
387,tadine,-21.55,167.8833,27.16,71,41,5.15,NC,1703907946
388,guaimaro,21.05,-77.35,21.15,76,100,4.23,CU,1703907946
389,el nido,11.1858,119.3956,28.84,72,81,5.79,PH,1703907946
390,santo antonio do ica,-3.1022,-67.9397,23.66,95,98,0.35,BR,1703907947
391,alice springs,-23.7,133.8833,37.75,15,14,6.17,AU,1703907948
392,shubarshi,48.5872,57.1869,-0.7,96,100,7.95,KZ,1703907948
393,gaspe,48.8334,-64.4819,-1.05,86,100,2.06,CA,1703907949
394,bubaque,11.2833,-15.8333,25.91,70,0,4.27,GW,1703907949
395,hotan,37.0997,79.9269,1.87,37,30,0.82,CN,1703907950
396,jalai nur,49.45,117.7,-15.72,89,100,2.58,CN,1703907950
397,charlestown,-32.95,151.6667,27.23,70,39,3.13,AU,1703907950
398,gering,41.8258,-103.6605,2.56,59,0,3.09,US,1703907951
399,chany,55.3121,76.7647,-9.88,86,100,9.68,RU,1703907951
400,valday,57.9747,33.2525,-1.09,98,100,0.89,RU,1703907951
401,aksu,41.1231,80.2644,0.02,43,94,1.23,CN,1703907952
402,gadzhiyevo,69.2551,33.3362,-13.98,99,97,1.93,RU,1703907952
403,rio claro,-22.4114,-47.5614,25.47,42,100,0.34,BR,1703907952
404,kajiado,-1.8524,36.7768,16.37,89,97,2.86,KE,1703907953
405,qaqortoq,60.7167,-46.0333,-17.18,70,0,2.51,GL,1703907953
406,yanchep,-31.55,115.6833,33.4,30,66,0.77,AU,1703907954
407,santa barbara,34.7333,-120.0343,11.79,79,100,3.15,US,1703907850
408,namibe,-15.1961,12.1522,19.88,82,78,2.49,AO,1703907954
409,samarinda,-0.5,117.15,33.36,52,90,1.7,ID,1703907549
410,guiyang,26.5833,106.7167,11.27,71,100,1.0,CN,1703907734
411,kongsberg,59.6652,9.6465,-4.24,99,100,0.89,NO,1703907955
412,tainan,22.9908,120.2133,23.88,88,75,2.06,TW,1703907674
413,colindres,43.3864,-3.4353,10.98,87,78,1.62,ES,1703907955
414,manacapuru,-3.2997,-60.6206,24.64,94,100,0.77,BR,1703907956
415,pitimbu,-7.4706,-34.8086,24.33,73,69,3.02,BR,1703907956
416,guilin,25.2819,110.2864,19.06,48,15,1.32,CN,1703907732
417,pacific grove,36.6177,-121.9166,13.06,91,100,2.06,US,1703907957
418,prince rupert,54.3161,-130.3201,11.05,86,100,10.8,CA,1703907957
419,camabatela,-8.1881,15.375,17.19,99,100,1.14,AO,1703907958
420,nouadhibou,20.931,-17.0347,19.65,60,65,4.46,MR,1703907958
421,xilin hot,43.9667,116.0333,-8.28,88,17,2.26,CN,1703907699
422,ukmerge,55.25,24.75,4.82,92,100,5.36,LT,1703907959
423,puerto la cruz,10.2167,-64.6167,24.93,89,15,4.55,VE,1703907959
424,takoradi,4.8845,-1.7554,26.85,78,2,1.55,GH,1703907960
425,tevriz,57.509,72.4042,-11.89,89,100,7.3,RU,1703907960
426,lautoka,-17.6167,177.4667,30.92,70,75,7.2,FJ,1703907961
427,as sulayyil,20.4607,45.5779,17.14,47,19,3.55,SA,1703907962
428,sassandra,4.95,-6.0833,25.32,90,9,0.88,CI,1703907962
429,n'zeto,-7.2312,12.8666,25.9,85,100,1.52,AO,1703907963
430,loukhi,66.0764,33.0381,-11.99,98,98,2.73,RU,1703907964
431,kidal,18.4411,1.4078,17.04,18,0,2.25,ML,1703907965
432,sidney,-33.8679,151.2073,28.12,66,40,7.72,AU,1703907905
433,machico,32.7,-16.7667,19.35,72,20,4.12,PT,1703907966
434,papao,-17.75,-149.55,29.82,77,100,1.38,PF,1703907966
435,margaret river,-33.95,115.0667,21.72,67,93,3.62,AU,1703907967
436,berdigestyakh,62.0989,126.6992,-43.13,100,93,1.1,RU,1703907967
437,manaure,11.7751,-72.4445,26.35,86,99,6.34,CO,1703907968
438,argo,37.6333,22.7333,9.32,72,89,1.39,GR,1703907968
439,saint-pierre,-21.3393,55.4781,28.65,69,0,1.54,RE,1703907969
440,semirara,12.0697,121.3986,27.25,82,95,10.22,PH,1703907969
441,kaedi,16.1465,-13.5047,22.71,13,24,5.5,MR,1703907970
442,buulobarde,3.8538,45.5674,24.02,72,43,6.72,SO,1703907970
443,smithers,54.7804,-127.1743,3.18,93,100,1.54,CA,1703907972
444,chibougamau,49.9168,-74.3659,-8.21,93,100,3.6,CA,1703907973
445,cabedelo,-6.9811,-34.8339,24.37,76,66,2.94,BR,1703907974
446,ust'-ilimsk,58.0006,102.6619,-12.53,96,100,1.79,RU,1703907974
447,iquique,-20.2208,-70.1431,21.02,79,94,1.83,CL,1703907974
448,opuwo,-18.0607,13.84,17.63,51,38,0.95,NA,1703907975
449,paulden,34.8856,-112.4682,8.98,28,97,0.45,US,1703907975
450,buckeye,33.3703,-112.5838,17.14,36,0,2.57,US,1703907976
451,aioun,16.6614,-9.6149,17.57,16,1,4.91,MR,1703907976
452,lohardaga,23.4333,84.6833,19.05,41,1,1.38,IN,1703907976
453,tindouf,27.6711,-8.1474,8.25,27,0,2.57,DZ,1703907977
454,tamanrasset,22.785,5.5228,6.95,36,0,2.06,DZ,1703907977
455,oamaru,-45.0784,170.9801,15.77,80,90,4.61,NZ,1703907978
456,nova sintra,14.8667,-24.7167,23.42,69,95,2.03,CV,1703907979
457,forster,-32.1667,152.5167,26.88,57,34,5.98,AU,1703907695
458,tidjikja,18.5564,-11.4271,17.56,13,54,5.76,MR,1703907980
459,dunda,-8.1167,34.25,19.07,95,98,0.41,TZ,1703907980
460,kampong cham,11.9934,105.4635,31.55,49,100,5.48,KH,1703907885
461,fortuna,40.5982,-124.1573,12.59,92,100,7.2,US,1703907981
462,castanos,26.7833,-101.4167,11.3,52,0,1.41,MX,1703907981
463,vytegra,61.0064,36.4481,-16.47,99,93,1.79,RU,1703907982
464,tateyama,34.9833,139.8667,12.52,56,1,1.35,JP,1703907967
465,ciutadella,40.0011,3.8414,14.45,86,100,1.48,ES,1703907983
466,patterson,37.4716,-121.1297,16.12,70,65,3.11,US,1703907983
467,tirodi,21.6833,79.7,22.19,45,6,0.82,IN,1703907984
468,corning,42.1428,-77.0547,3.49,72,100,3.6,US,1703907985
469,brak,27.5496,14.2714,9.55,62,18,3.2,LY,1703907985
470,sinabang,2.4803,96.3801,27.07,84,100,2.86,ID,1703907986
471,yuzhno-kurilsk,44.0306,145.8556,-0.35,72,100,9.86,RU,1703907987
472,nchelenge,-9.3451,28.734,21.88,87,99,2.96,ZM,1703907987
473,pont rouge,48.8833,-72.0825,-1.94,92,100,1.91,CA,1703907988
474,okhotsk,59.3833,143.3,-27.26,83,39,6.39,RU,1703907988
475,nantucket,41.2835,-70.0995,8.06,100,100,3.09,US,1703907989
476,mar del plata,-38.0023,-57.5575,12.19,77,0,2.68,AR,1703907940
477,luderitz,-26.6481,15.1594,16.08,87,0,1.31,NA,1703907989
478,olyokminsk,60.3736,120.4264,-35.84,98,73,0.56,RU,1703907990
479,puerto colombia,10.9878,-74.9547,28.05,85,95,8.33,CO,1703907990
480,owando,-0.4819,15.8999,23.43,83,94,1.28,CG,1703907991
481,makubetsu,45.3714,141.8211,-3.16,68,75,7.2,JP,1703907992
482,marbella,36.5154,-4.8858,14.58,48,72,2.08,ES,1703907992
483,porto novo,6.4965,2.6036,23.89,89,5,1.31,BJ,1703907993
484,lata,40.1629,-8.3327,13.23,75,99,0.81,PT,1703907993
485,tema,5.667,-0.0166,28.23,83,75,2.57,GH,1703907993
486,corn island,12.1694,-83.0418,27.46,75,100,4.89,NI,1703907994
487,kuching,1.55,110.3333,31.12,75,40,2.06,MY,1703907898
488,taoudenni,22.6783,-3.9836,14.56,29,10,3.89,ML,1703907995
489,aral,40.5156,81.2636,0.8,37,75,2.99,CN,1703907995
490,tagta,41.6504,59.9164,-3.03,80,0,3.09,TM,1703907996
491,north bend,43.4065,-124.2243,13.93,94,100,1.54,US,1703907996
492,wenchang,30.904,118.4887,15.17,64,75,2.81,CN,1703907997
493,saint-philippe,-21.3585,55.7679,26.77,82,99,4.49,RE,1703907997
494,atherton,53.5237,-2.4935,5.79,84,100,1.79,GB,1703907998
495,uribia,11.7139,-72.266,26.15,84,98,4.6,CO,1703907998
496,boyolangu,-8.1181,111.8935,30.12,70,72,3.94,ID,1703907999
497,godda,24.8333,87.2167,20.65,48,3,1.81,IN,1703908000
498,andergrove,-21.0833,149.1833,35.91,71,10,6.68,AU,1703907832
499,phek,25.6667,94.5,13.86,57,13,0.59,IN,1703908001
500,george town,5.4112,100.3354,29.41,80,40,2.57,MY,1703907945
501,uray,60.1247,64.7758,-6.18,95,100,5.36,RU,1703908002
502,agat village,13.3886,144.6585,31.52,74,75,9.26,GU,1703908002
503,simpang,-1.2667,104.0833,31.5,64,83,1.33,ID,1703908002
504,khorixas,-20.3667,14.9667,16.76,49,1,0.58,NA,1703908003
505,bardai,11.65,7.2333,15.28,34,0,3.92,NG,1703908004
506,port hedland,-20.3167,118.5667,40.03,35,2,7.72,AU,1703908004
507,beyneu,45.3167,55.2,1.62,90,96,5.58,KZ,1703908005
508,mejit,10.2753,170.8646,26.84,85,83,8.62,MH,1703908006
509,yazoo city,32.8551,-90.4056,1.62,75,26,2.6,US,1703908007
510,page,36.9147,-111.4558,3.88,52,0,0.89,US,1703908007
511,broome,42.2506,-75.833,4.62,89,100,4.12,US,1703908008
512,ghat,24.9647,10.1728,10.78,31,21,0.65,LY,1703908008
513,tofol,5.3248,163.0078,30.88,70,75,5.14,FM,1703908010
514,nguigmi,14.2495,13.1092,17.14,27,0,5.73,NE,1703908010
515,mata-utu,-13.2816,-176.1745,28.8,74,86,4.82,WF,1703908010
516,nezhinka,51.7676,55.3694,-1.91,93,100,2.0,RU,1703908011
517,santana,-0.0583,-51.1817,29.1,84,0,2.57,BR,1703908011
518,talakan,50.3167,130.3667,-18.89,83,64,1.78,RU,1703908013
519,carutapera,-1.195,-46.02,25.67,89,96,2.51,BR,1703908014
520,castillos,-34.1667,-53.8333,14.52,54,54,5.21,UY,1703908014
521,pizhou,34.3114,117.9503,11.07,56,0,5.42,CN,1703907977
522,phan rang-thap cham,11.5667,108.9833,31.0,54,47,6.12,VN,1703907874
523,semnan,35.5729,53.3971,4.14,62,0,0.51,IR,1703908015
524,loikaw,19.6742,97.2094,23.51,50,10,0.96,MM,1703908016
525,severo-yeniseyskiy,60.3725,93.0408,-3.57,91,100,6.26,RU,1703908016
526,salahonda,2.1019,-78.7217,25.88,86,99,3.21,CO,1703908017
527,ceeldheer,3.8488,47.1806,25.09,79,93,7.36,SO,1703908017
528,port saint john's,-31.6229,29.5448,20.77,81,100,4.34,ZA,1703908018
529,pisco,-13.7,-76.2167,22.03,88,0,5.66,PE,1703908018
530,ozherel'ye,54.7961,38.2672,0.84,100,100,8.52,RU,1703908019
531,namtsy,62.7161,129.6658,-44.95,98,100,0.31,RU,1703908019
532,maragogi,-9.0122,-35.2225,24.8,75,1,1.92,BR,1703908019
533,charters towers,-20.1,146.2667,38.12,24,0,2.51,AU,1703908020
534,mananara,-16.1667,49.7667,24.77,91,100,0.8,MG,1703908020
535,tubarjal,30.4999,38.216,13.1,74,100,2.29,SA,1703908021
536,bakchar,57.0186,82.0711,-7.96,86,100,7.36,RU,1703908021
537,nadym,65.5333,72.5167,-11.21,94,100,11.16,RU,1703908022
538,wanning,18.8003,110.3967,22.91,89,100,3.73,CN,1703908023
539,suozhen,36.9539,118.1047,5.07,77,40,3.37,CN,1703908023
540,voinjama,8.4219,-9.7478,15.76,25,1,0.38,LR,1703908024
541,huicungo,-7.2833,-76.8,21.42,92,100,0.85,PE,1703908025
542,saraland,30.8207,-88.0706,8.32,77,10,2.73,US,1703908025
543,malabar,-33.9667,151.25,28.35,63,40,7.72,AU,1703908026
544,callaway,30.153,-85.5699,9.39,74,40,2.06,US,1703908027
545,dauphin,51.1494,-100.0502,-3.92,80,100,5.66,CA,1703908027
546,island harbour,50.724,-1.2758,9.43,88,99,0.89,GB,1703908028
547,dwarka,22.2394,68.9678,23.56,51,0,2.84,IN,1703908029
548,nogliki,51.8333,143.1667,-18.62,79,98,6.74,RU,1703908029
549,torghay,49.6339,63.4981,-3.0,94,100,8.8,KZ,1703908030
550,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,85,75,6.26,RU,1703907922
551,ipira,-12.1583,-39.7372,21.88,82,1,2.91,BR,1703908031
552,mbandaka,0.0487,18.2603,21.31,69,100,0.88,CD,1703908032
553,walvis bay,-22.9575,14.5053,16.16,100,0,0.0,NA,1703908033
554,waingapu,-9.6567,120.2641,31.95,60,28,4.28,ID,1703908033
555,colonia general alfredo stroessner,-25.3667,-55.7,18.73,93,83,1.82,PY,1703908034
556,ust-tsilma,65.441,52.1498,-15.8,96,100,3.21,RU,1703908035
557,cascais,38.6979,-9.4215,11.95,92,93,4.02,PT,1703908035
558,zhangye,38.9342,100.4517,4.15,24,13,2.51,CN,1703907842
559,zetale,46.275,15.7939,7.56,93,81,1.57,SI,1703908036
560,altamirano,16.8833,-92.15,12.17,100,100,0.61,MX,1703908036
561,pauini,-7.7136,-66.9764,22.8,98,100,0.53,BR,1703908036
562,tobelo,1.7284,128.0095,29.12,75,38,2.51,ID,1703908037
563,timimoun,29.2639,0.231,7.21,45,0,2.06,DZ,1703908037
564,sao geraldo do araguaia,-6.4006,-48.555,24.69,85,100,1.45,BR,1703908038
565,ayorou,14.7308,0.9174,18.33,18,0,4.24,NE,1703908039
566,felege neway,6.3,36.8833,16.03,71,88,0.13,ET,1703908040
567,bontang,0.1333,117.5,29.29,71,100,3.08,ID,1703908040
568,puerto el triunfo,13.2833,-88.55,24.93,86,85,0.39,SV,1703908041
569,grants,35.1473,-107.8514,-4.87,54,0,2.57,US,1703908041
570,gamba,-2.65,10.0,24.5,90,100,2.05,GA,1703908042
571,laminusa,5.5549,120.9136,28.22,76,14,2.22,PH,1703908042
572,priozersk,61.0393,30.1291,-2.17,86,100,6.63,RU,1703908042
573,abepura,-2.6333,140.5833,33.45,52,20,1.54,ID,1703908044
574,mahgawan,26.5,78.6042,12.23,48,100,0.23,IN,1703908044
575,doksy,50.5647,14.6555,9.07,77,100,6.3,CZ,1703908004
576,bryne,58.7354,5.6477,4.99,93,100,5.66,NO,1703908045
577,tulum,20.2167,-87.4667,18.09,92,95,3.05,MX,1703908046
578,golfito,8.639,-83.166,23.15,98,100,0.86,CR,1703908046
579,chayan,43.0297,69.3772,-2.7,76,6,2.03,KZ,1703908046
580,mount gambier,-37.8333,140.7667,18.59,45,49,5.07,AU,1703908047
581,ruidoso,33.3317,-105.673,2.51,37,0,4.12,US,1703908047
582,san sebastian de los reyes,40.5443,-3.6159,6.99,84,0,2.06,ES,1703908048
583,jolo,6.05,121.0167,28.69,77,34,0.99,PH,1703908048
584,el jadid,33.2549,-8.506,13.66,54,10,4.02,MA,1703908049
585,rafsanjan,30.4067,55.9939,7.48,46,9,0.53,IR,1703908049
586,cooper's town,26.8667,-77.5167,20.12,68,100,4.87,BS,1703908050
587,ghadamis,30.1337,9.5007,12.2,43,0,2.78,LY,1703908050
588,new norfolk,-42.7826,147.0587,16.62,41,87,5.23,AU,1703908051
589,solnechnyy,50.7214,136.6319,-21.09,83,8,1.14,RU,1703908051
590,rexburg,43.826,-111.7897,-2.48,78,0,1.54,US,1703908053
591,chita,52.0333,113.55,-16.06,77,20,0.0,RU,1703907890
592,curuca,-0.7289,-47.8481,24.48,95,99,1.46,BR,1703908055
593,mossel bay,-34.1831,22.146,18.96,94,100,0.94,ZA,1703908055
594,freetown,8.484,-13.2299,24.43,81,0,1.33,SL,1703908056
595,viedma,-40.8135,-62.9967,12.63,58,45,1.72,AR,1703908056
596,pindushi,62.9152,34.58,-19.94,99,96,1.71,RU,1703908057
597,aigio,38.2486,22.0819,13.45,79,76,4.5,GR,1703908057
598,durban,-29.8579,31.0292,21.77,81,3,4.34,ZA,1703907986
599,polyarnyy,69.1989,33.4478,-13.4,98,99,1.87,RU,1703908058
600,hingoli,19.7167,77.15,22.72,51,5,2.87,IN,1703908059
601,monte alegre,-2.0078,-54.0692,23.63,97,55,1.24,BR,1703908060
602,krasavino,60.9614,46.4814,-22.57,100,92,0.18,RU,1703908060
603,manggar,-2.8833,108.2667,29.54,70,90,0.78,ID,1703908061
604,nowy targ,49.4778,20.0323,6.69,90,100,2.37,PL,1703908061
